region,name,address,phone,hours,is_24h,has_night,has_sunday,has_holiday,,
서울,도담동물병원,서울 도봉구 도봉로 875,02-955-8400,"평일 09:00 - 19:00
토 10:00 - 17:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
서울,하나동물병원,서울 동대문구 망우로 66,02-6242-7500,"월, 화, 수, 금 09:00 - 19:00
토 09:00 - 16:00
목, 일요일 휴무",FALSE,FALSE,FALSE,TRUE,,
서울,페트로동물의료원,서울 동대문구 답십리로63길 1 1층,02-2249-0075,"평일 09:30 - 19:30
토 10:00 - 18:00
일요일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,FALSE,,
서울,상도힐링동물병원,서울 동작구 상도로 353,02-812-7512,"매일 10:00 - 20:00

휴게시간 12:30 - 13:30",FALSE,FALSE,TRUE,TRUE,,
서울,콩닥동물의료센터,서울 마포구 마포대로 127 1층 102호,02-6383-0303,"평일 10:00 - 22:00
주말 10:00 - 20:00",FALSE,TRUE,TRUE,TRUE,,
서울,한솔동물병원,서울 서대문구 통일로 397 인왕산 한신 휴플러스 상가 1층,0507-1400-8375,"평일 09:30 - 18:50
토 09:30 - 15:50
일, 공휴일 휴무

휴게시간 13:00 - 13:50",FALSE,FALSE,FALSE,FALSE,,
서울,독립문동물병원,서울 서대문구 통일로 171-1,02-733-5060,"평일 09:00 - 17:00
토 09:00 - 12:00
일, 공휴일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,FALSE,,
서울,어울림동물병원,서울 서대문구 가재울미래로 2 DMC 파크뷰자이 104동 1층 102A호,02-305-4242,"월, 수, 목, 금 10:00 - 18:30
화 10:00 - 17:30
토 10:00 - 16:00
일, 공휴일 휴무

휴게시간 12:30 - 14:00",FALSE,FALSE,FALSE,FALSE,,
서울,오석헌동물병원,서울 성동구 독서당로 223 레미안옥수리버젠 상가동 1층,02-6402-0301,"평일 09:30 - 18:30
토 09:30 - 17:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
서울,한양동물메디컬센터,서울 성동구 왕십리로 282,02-2281-5200,"평일 10:00 - 19:00
토 10:00 - 19:00
일, 공휴일 11:00 - 18:00",FALSE,FALSE,TRUE,TRUE,,
서울,드림동물병원,서울 성북구 동소문로 74,02-928-7581,정보 없음,FALSE,FALSE,FALSE,FALSE,,
서울,에코동물병원,서울 송파구 가락동 동남로161 청공빌딩 1층,02-443-2222,"평일 09:00 - 19:00
주말 09:00 - 18:00",FALSE,FALSE,TRUE,FALSE,,
서울,리베동물메디컬센터,서울 송파구 삼전로 56 1~4층(삼전동),0507-1448-7502,매일 00:00 - 24:00,TRUE,TRUE,TRUE,TRUE,,
서울,공원옆동물의료센터,서울 양천구 목동서로 349 목동센트럴프라자 203호,0507-1411-8275,"평일 10:00 - 19:30
토 10:00 - 17:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
서울,365 한가람동물의료센터,서울 영등포구 도신로 252 1층,0507-1439-7804,"매일 10:00 - 21:00

휴게시간 13:00 - 14:00",FALSE,TRUE,TRUE,TRUE,,
서울,아프리카동물병원,서울 용산구 후암로 32 현석빌딩,02-773-1119,"평일 10:00 - 19:00
토 10:00 - 14:00
일, 공휴일 휴무",FALSE,FALSE,FALSE,FALSE,,
서울,차오름동물병원,서울 용산구 효창원로 14,02-706-7975,"평일 10:00 - 19:00
토 10:00 - 16:00
일, 공휴일 휴무",FALSE,FALSE,FALSE,FALSE,,
서울,북악동물병원,서울 종로구 자하문로 293,02-391-4575,정보 없음,FALSE,FALSE,FALSE,TRUE,,
서울,보람동물병원,서울 중랑구 면목동 353-4,02-434-5465,매일 10:00 - 22:00,FALSE,TRUE,TRUE,TRUE,,
경기,FM동물메디컬센터 고양점,"경기 고양시 덕양구 화중로 76 102, 103호",0507-1430-7975,매일 00:00 - 24:00,TRUE,TRUE,TRUE,TRUE,,
경기,가람동물병원,경기 고양시 일산동구 강석로 156,031-906-0976,"월, 수, 목 10:00 - 19:00
금 10:00 - 18:00
토 10:00 - 17:00
화, 일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
경기,센트럴동물병원,경기 고양시 덕양구 은빛로 45 화정꽃무리조합프라자 202호,0507-1373-8280,"평일 10:00 - 19:00
토 10:00 - 15:00
일요일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,FALSE,,
경기,탑케어동물병원,경기 고양시 덕양구 화신로272번길 5,1666-7501,매일 00:00 - 24:00,TRUE,TRUE,TRUE,TRUE,,
경기,명동물종합병원,경기 군포시 번영로 602,031-452-7582,"평일 09:30 - 19:00
토 09:30 - 17:00
일, 공휴일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,FALSE,,
경기,현대종합동물병원,경기 김포시 북변로 8,031-985-0075,정보 없음,FALSE,FALSE,FALSE,TRUE,,
경기,동물병원HADA,경기 김포시 김포한강8로 398 지오플러스 204호,0507-1416-8875,"평일 10:00 - 20:00
토 10:00 - 19:00
일 10:00 - 18:00

휴게시간 13:00 - 14:00",FALSE,FALSE,TRUE,TRUE,,
경기,하나동물병원,경기 김포시 관순로 4,0507-1447-8277,"월, 화, 수, 금 09:00 - 19:00
토 09:00 - 16:00
목, 일, 공휴일 휴무",FALSE,FALSE,FALSE,TRUE,,
경기,포근한동물병원,경기 부천시 소향로 111 디아뜨갤러리1차 A동 110-111호,032-231-0075,"월, 수, 목, 금 10:00 - 19:00
화 14:00 - 19:00(특수동물 진료 X)
토 10:00 - 17:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
경기,고강동물병원,경기 부천시 역곡로 473,0507-1370-5137,"평일 10:00 - 19:00
토 10:00 - 17:00
일요일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,FALSE,,
경기,하모니동물병원,경기 부천시 신흥로 150,0507-1433-7580,정보 없음,FALSE,FALSE,FALSE,FALSE,,
경기,조규만외과동물병원,경기 부천시 부일로 226,032-656-7582,"월, 화, 수, 금 10:00 - 19:00
토 10:00 - 19:00
공휴일 11:00 - 17:00
목, 일요일 휴무",FALSE,FALSE,FALSE,TRUE,,
경기,부천준동물병원,경기도 부천시 신흥로 230,032-322-7595,"평일 10:00 - 20:00
토 10:00 - 18:00
일 10:00 - 13:00

휴게시간 13:00 - 14:00",FALSE,FALSE,TRUE,FALSE,,
경기,24시폴동물병원,경기 성남시 분당구 성남대로 385 102호,0507-1393-7558,매일 00:00 - 24:00,TRUE,TRUE,TRUE,TRUE,,
경기,24시휴동물의료센터,경기 성남시 수정구 신흥동 2475,031-735-7582,매일 00:00 - 24:00,TRUE,TRUE,TRUE,TRUE,,
경기,분당헤르쯔동물병원,경기 성남시 분당구 돌마로 364 현대프라자,0507-1415-2795,"평일 09:00 - 19:00
토 09:00 - 15:00
일요일 휴무

휴게시간 12:00 - 14:00",FALSE,FALSE,FALSE,TRUE,,
경기,이산동물의료센터,"경기도 시흥시 능곡번영길 22 더나은프라자 304, 305호",0507-1358-6536,"평일 09:40 - 20:30
토 09:30 - 20:30
일 10:30 - 20:30

휴게시간 13:00 - 14:00
휴게시간 17:00 - 18:00",FALSE,TRUE,TRUE,TRUE,,
경기,그린펫동물병원,경기 안산시 단원구 광덕4로 180 부원프라자 101호,031-408-4488,"월, 화, 수, 금 10:30 - 19:30
목 10:30 - 13:00
토 10:30 - 17:00
일, 공휴일 휴무

휴게시간 12:30 - 14:00",FALSE,FALSE,FALSE,TRUE,,
경기,인덕원동물의료센터,경기 안양시 동안구 흥안대로 495 2층 인덕원동물의료센터,031-426-0075,"평일 10:00 - 20:00
토 10:00 - 20:00
일 11:00 - 20:00

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
경기,펫인쥬동물메디컬센터with서정,경기 의정부시 호국로 1336 2층,031-851-0901,"매일 08:00 - 21:00

휴게시간 12:00 - 13:00",FALSE,TRUE,TRUE,TRUE,,
경기,WE동물병원,경기 수원시 장안구 파장로 109 1층,031-269-9975,"평일 10:00 - 19:30
토 10:00 - 19:00
일 13:00 - 18:30
공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,TRUE,FALSE,,
경기,레이동물병원,경기 수원시 장안구 송정로 20,031-245-7707,"평일 10:00 - 19:30
토 10:00 - 19:30
일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
경기,죽전동물병원,경기 용인시 기흥구 죽전로 49 씨티프라자 101호,031-266-2993,"평일 10:00 - 21:00
토 10:00 - 18:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
경기,장우진동물병원,경기 화성시 경기대로 990,031-238-8275,정보 없음,FALSE,TRUE,FALSE,TRUE,,
경기,해솔동물병원,경기 화성시 동탄원천로 354-11 동탄퍼스트빌스타오피스텔 A동107호,031-8003-7595,"평일 10:00 - 20:00
토 10:00 - 19:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
경기,펫필드동물병원,경기 평택시 평택5로114번길 54,031-656-8575,"평일 10:00 - 18:30
토 10:00 - 15:00
일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,TRUE,,
인천,주안동물메디컬센터,인천 미추홀구 미추홀대로 594 동경프라자 1층,032-437-7588,"평일 10:00 - 19:00
주말 10:00 - 18:00
공휴일 정상진료(구정, 추석 제외)

휴게시간 12:30 - 13:30",FALSE,FALSE,TRUE,TRUE,,
인천,논현동물병원,인천 남동구 소래역남로16번길 75 에코메트로3차 더타워 상가 지층 B103-2호,032-423-0975,"평일 10:00 - 19:30
토 10:00 - 18:00
일요일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,FALSE,,
인천,찬샘동물병원,인천광역시 남동구 인주대로591번길 64 2층,032-251-7575,"평일 10:00 - 19:00
토 10:00 - 19:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
인천,24시부평종합동물의료센터,인천 부평구 부평대로 138 2층,032-511-6836,"매일 00:00 - 24:00

휴게시간 12:30 - 14:00",TRUE,TRUE,TRUE,TRUE,,
인천,동수동물병원,인천 부평구 경원대로 1422 부평대덕아크로존,032-511-5338,"평일 09:30 - 19:30
토 09:30 - 17:30
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
인천,청라종합동물병원,인천 서구 청라커낼로 252 롯데캐슬프라자 C동 118~119,0507-1318-0367,"월, 화, 목, 금 10:00 - 19:00
수 10:00 - 17:00
토 10:00 - 17:00
일요일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,TRUE,,
인천,프라자동물병원,인천 연수구 신송로 122 송도프라자,032-851-5575,"평일 09:30 - 19:30
토 09:30 - 16:00
일, 공휴일 휴무",FALSE,FALSE,FALSE,FALSE,,
강원,강릉동물병원,강원 강릉시 옥가로 18,033-641-7584,"평일 09:00 - 18:00
토 09:00 - 12:00
일, 공휴일 휴무",FALSE,FALSE,FALSE,FALSE,,
강원,애견종합동물병원,강원 강릉시 경강로 2130,0507-1306-8584,"평일 09:00 - 17:30
토 09:00 - 12:00
일, 공휴일 휴무

휴게시간 11:30 - 13:00",FALSE,FALSE,FALSE,FALSE,,
강원,로얄종합동물병원,강원 원주시 남원로 655,033-766-7230,"평일 09:00 - 19:30
토 09:00 - 16:00
공휴일 09:00 - 17:00
일요일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,TRUE,,
충청,고려동물병원,충남 천안시 동남구 중앙로 281-2 승지빌딩,041-557-8575,"월, 화, 목, 금 09:30 - 19:00
수 14:00 - 20:00
토 09:30 - 14:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
충청,다솜 동물병원,충남 천안시 동남구 수곡2길 8-3,041-579-8252,"평일 09:00 - 21:00
토 10:00 - 18:00
일요일, 명절연휴 휴무

휴게시간 13:00 - 14:00",FALSE,TRUE,FALSE,FALSE,,
충청,아리스타동물의료센터,충청남도 천안시 서북구 불당23로 73-30 1층,041-909-4141,"평일 10:00 - 19:00
토 10:00 - 19:00
일요일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,FALSE,,
충청,에니펫동물병원,충남 천안시 동남구 터미널2로 8 대흥빌딩 2층,041-523-8275,"평일 10:00 - 20:00
토 10:00 - 20:00
일요일 휴무

휴게시간 12:30 - 13:30",FALSE,TRUE,FALSE,FALSE,,
충청,수동물병원,충북 청주시 서원구 개신동 41-5 한진신세대아파트 상가 110호,043-275-8275,"월, 화, 목, 금 10:00 - 18:00
토 10:00 - 15:00
수, 일, 공휴일 휴무

휴게시간 12:30 - 14:00",FALSE,FALSE,FALSE,FALSE,,
충청,이즈동물병원,충북 청주시 상당구 용암북로 154,043-293-0075,"평일 09:30 - 19:00
토 09:30 - 18:00
일, 공휴일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,FALSE,,
세종,세종충북대학교동물병원,세종 대평로 87 태양빌딩 4층,044-589-1122,"평일 09:00 - 18:00
토, 일, 공휴일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,FALSE,,
세종,고운동물병원,"세종 마음로 241 지상1, 2층",044-865-9575,"평일 10:00 - 19:30
토 10:00 - 15:30
일 10:00 - 13:30

휴게시간 12:30 - 14:00",FALSE,FALSE,TRUE,FALSE,,
대전,하나로동물병원,대전 동구 동대전로 115,042-626-7793,"월, 화, 수, 금 10:00 - 18:00
토 09:00 - 13:00
목, 일, 공휴일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,FALSE,,
대전,만년yes동물병원,대전 서구 만년로 14 만년YES동물병원,042-477-7575,"평일 10:00 - 19:00
토 10:00 - 16:00
일, 공휴일 휴무

휴게시간
12:30 - 13:30 (토)
13:00 - 14:00 (평일)",FALSE,FALSE,FALSE,FALSE,,
부산,오션시티동물병원,부산 강서구 명지오션시티11로 66,051-271-7582,"평일 10:00 - 19:00
토 10:00 - 15:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
부산,홈즈동물메디컬센터,부산 강서구 명지국제8로 233 203호- 204호,051-294-7555,"평일 09:00 - 19:00
토, 공휴일 09:00 - 16:00
일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,TRUE,,
부산,구서동물병원,부산 금정구 금강로 454,051-512-1661,"평일 09:30 - 19:00
토 09:30 - 14:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
부산,서동 동물메디컬센터,부산 금정구 서동로175번길 11,051-525-7810,"평일 10:00 - 22:00
주말 10:00 - 18:00

특수동물
월, 목, 금 오후 5시 마감
화, 토, 일 오후 1시 마감",FALSE,FALSE,TRUE,TRUE,,
부산,아산동물의료센터,부산 기장군 정관읍 정관로 583,051-727-7522,"평일 09:30 - 19:00
토 09:30 - 18:00
일 10:00 - 16:00

휴게시간 13:00 - 14:00",FALSE,FALSE,TRUE,FALSE,,
부산,튼튼동물병원,부산 남구 수영로334번길 3 2층,051-621-7555,"평일 09:30 - 19:00
토 09:30 - 17:00
일, 공휴일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,FALSE,,
부산,덕천동물의료센터,부산 북구 만덕대로 119,051-332-8060,"평일 09:30 - 19:00
토, 공휴일 09:30 - 17:00
일요일 휴무
수요일 오전 특수동물 휴진

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,TRUE,,
부산,동래종합동물병원,부산 동래구 금강로 69 온천프라자,051-558-0775,"평일 09:30 - 19:00
토 09:30 - 17:00
일, 공휴일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,FALSE,,
부산,레알피부전문동물병원,부산 동래구 반송로 243,051-524-8275,"월, 화, 목, 금 10:00 - 19:00
토 10:00 - 17:00
수, 일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
부산,미소동물치과병원,부산 부산진구 가야대로 754 한솔폴라리스 2층,051-894-5433,"평일 10:00 - 18:00
토 10:00 - 14:00
일, 공휴일 휴무

휴게시간 14:00 - 15:00",FALSE,FALSE,FALSE,FALSE,,
부산,해운대24시동물의료원,부산 해운대구 양운로 45 베르나움상가 1층 101호,051-702-7582,"평일 10:00 - 23:00
주말 10:00 - 23:00

휴게시간
13:00 - 14:30
18:30 - 20:30",TRUE,TRUE,TRUE,TRUE,,
울산,리틀쥬동물병원,울산 남구 봉월로 104,052-268-8884,"월, 화, 목, 금 09:30 - 19:00
토 09:30 - 14:00
수, 일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,TRUE,,
울산,일산동물의료센터,울산 동구 방어진순환도로 645 서원빌딩 201호,052-252-5878,"평일 09:00 - 19:00
토요일 09:00 - 17:00
일요일 휴무",FALSE,FALSE,FALSE,TRUE,,
울산,서울한빛동물병원,울산 북구 신답로 48 프리지아상가 1층,052-297-7582,"월, 화, 목, 금 10:00 - 18:30
수 10:00 - 18:00
토 09:00 - 12:30
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
대구,이끌림동물병원,대구 동구 화랑로 429,053-944-8575,"평일 09:30 - 19:00
토 09:30 - 17:00
일, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
대구,두남자동물병원,대구 달서구 월배로 48,0507-1466-7597,"평일 09:30 - 22:00
주말 09:30 - 17:00

휴게시간 13:00 - 14:00",FALSE,TRUE,TRUE,TRUE,,
대구,수호동물병원,대구 동구 팔공로51길 3 이시아시티빌딩 205호,0507-1312-0275,"평일 09:00 - 18:00
토 09:00 - 15:00
일, 공휴일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,FALSE,,
대구,칠곡종합동물병원,대구 북구 칠곡중앙대로 301,053-311-8275,"평일 09:30 - 19:00
토 09:30 - 17:00
일, 공휴일 휴무",FALSE,FALSE,FALSE,FALSE,,
대구,신세계동물병원,대구 수성구 명덕로 393,053-751-6693,"평일 09:30 - 18:30
토 09:30 - 16:30
일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,TRUE,,
대구,시지동물병원,대구 수성구 달구벌대로 3014,0507-1410-5945,"월, 수, 금 09:30 - 22:00
화, 목 09:30 - 19:00
토 09:30 - 18:00
일요일 휴무

휴게시간
12:00 - 13:00
18:00 - 19:00",FALSE,TRUE,FALSE,FALSE,,
대구,두티동물병원,대구광역시 중구 달구벌대로 2208 4층,053-719-0050,"월, 수, 금 10:00 - 19:00
주말 10:00 - 19:00
화, 목요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,TRUE,TRUE,,
경상,제일동물병원,경북 경산시 경안로 211,0507-1313-1989,"평일 09:30 - 18:00
토 09:30 - 16:00
일요일 휴무

휴게시간 12:30 - 14:00",FALSE,FALSE,FALSE,TRUE,,
경상,가나동물병원,경북 구미시 금오시장로1길 16 1층,054-456-4450,"월, 화, 수, 금 09:00 - 19:00
목 09:00 - 14:00
토 09:00 - 18:00
공휴일 9:00 - 17:00
일요일 휴무",FALSE,FALSE,FALSE,TRUE,,
경상,홍경태동물의료원,경북 포항시 북구 새천년대로 587,054-273-0015,"평일 09:30 - 19:00
토 09:30 - 16:00
일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,TRUE,,
경상,신세계동물병원,경북 포항시 남구 중앙로 20-1,054-273-9636,"평일 09:30 - 18:30
토 09:30 - 15:00
일요일 휴무

휴게시간 12:00 - 13:30",FALSE,FALSE,FALSE,TRUE,,
경상,현대동물병원,경남 거제시 장평로 5,055-636-3662,"월, 화, 금 09:30 - 19:00
수, 목 09:30 - 20:00
토 09:30 - 17:00
일, 공휴일 휴무",FALSE,FALSE,FALSE,FALSE,,
경상,가온동물병원,경남 양산시 물금읍 백호로 96,055-387-8256,"평일 09:30 - 19:00
토 09:30 - 13:00
일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,TRUE,,
경상,신세계동물의료센터,경남 양산시 물금읍 새실로 159 나래매트로시티 A동 201호,0507-1470-9123,"평일 10:00 - 19:00
토 10:00 - 19:00
일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,TRUE,,
경상,랑스종합동물병원,경상남도 진주시 대신로 259-1,055-757-7502,"월, 화, 수, 금 09:30 - 18:00
목 09:30 - 13:00
토 08:30 - 15:00
일, 공휴일 휴무

휴게시간
13:00 - 14:00 (월·화·수·금)
12:00 - 13:00 (토)",FALSE,FALSE,FALSE,TRUE,,
경상,이솝동물메디컬,경남 진주시 남강로309번길 20 2층,0507-1445-7500,"평일 10:00 - 19:00
토 09:30 - 16:30
일요일 휴무

휴게시간
12:40 - 14:00 (평일)
13:00 - 14:00 (토)",FALSE,FALSE,FALSE,TRUE,,
경상,24시팔용feel동물병원,경남 창원시 의창구 평산로 102 녹주빌딩,055-255-1275,"월, 화, 목, 금 09:30 - 19:30
토 09:30 - 17:30
수, 일요일 휴무

휴게시간 12:00 - 13:30",FALSE,TRUE,FALSE,TRUE,,
경상,OK동물병원,경남 창원시 진해구 충장로 143-1,055-546-7588,"월~목 09:30 - 19:00
금 09:30 - 18:00
일 09:30 - 18:00
토, 공휴일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,TRUE,TRUE,,
경상,데파트동물병원,경남 창원시 마산합포구 3·15대로 255 경남데파트 1층,055-251-8800,"평일 09:30 - 18:30
토 09:30 - 17:00
일요일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,FALSE,,
경상,미래펫동물병원,경남 창원시 성산구 원이대로473번길 28 반송빌딩,055-262-7590,정보 없음,FALSE,FALSE,FALSE,TRUE,,
경상,서울동물병원,경남 창원시 성산구 가음로13번길 33 남양종합상가 108호,055-274-1400,"평일 09:30 - 19:30
토 09:30 - 18:30
일 09:30 - 16:30

휴게시간 12:30 - 14:00",FALSE,FALSE,TRUE,FALSE,,
경상,신대방동물메디컬,"경남 창원시 성산구 창이대로881번길 11 101,102호",055-263-2600,"평일 09:30 - 18:00
토 09:30 - 14:00
일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
경상,한강동물병원,경남 창원시 마산합포구 월영남로 7 105호,055-241-5005,"평일 09:15 - 18:00
토 09:15 - 15:00
일, 공휴일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,FALSE,,
경상,한일동물병원,경남 창원시 마산회원구 양덕로 170,055-255-7585,"평일 09:30 - 18:30
토, 공휴일 09:30 - 15:00
일요일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,TRUE,,
경상,회원동물메디컬센터,경남 창원시 마산회원구 회원남1길 49 삼성 메르빌상가 101호,055-247-4819,"월, 수, 금 09:00 - 22:00
화, 목 09:00 - 20:00
토 09:00 - 20:00
일요일 휴무",FALSE,TRUE,FALSE,TRUE,,
전라도,링크늘푸른동물병원,전북 전주시 완산구 서원로 225 1층,063-281-0075,"매일 09:00 - 02:00

휴게시간 12:30 - 13:30",FALSE,TRUE,TRUE,FALSE,,
전라도,산책동물병원전문서점,전북 전주시 덕진구 건산로 290,063-244-7509,"평일 09:30 - 18:00
토 09:30 - 13:00
일, 공휴일 휴무

휴게시간 12:00 - 13:30",FALSE,FALSE,FALSE,FALSE,,
전라도,유앤아이동물병원,전북 전주시 완산구 온고을로 102,063-275-7553,"평일 09:30 - 19:30
토 09:30 - 17:30
일 10:30 - 17:30

휴게시간 12:00 - 13:00",FALSE,FALSE,TRUE,FALSE,,
전라도,전주이노동물병원,전북 완주군 이서면 안전로 153 타워숲 1층,063-277-0007,"평일 09:30 - 21:00
토 09:30 - 21:00
일 10:00 - 18:30

특수동물 12시부터 진료",FALSE,TRUE,TRUE,FALSE,,
전라도,펫동물병원,전북 전주시 완산구 거마평로 162,063-221-7582,"평일 09:00 - 19:00
토 09:00 - 18:00
일요일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,FALSE,,
